Time,TPS,StockLevel,StockLevelLatency,TPMC,Delivery,DeliveryLatency,OrderStatus,OrderStatusLatency,Payment,PaymentLatency,NewOrder,NewOrderLatency,Failed
1,2.00,0,0.00,120.00,0,0.00,0,0.00,0,0.00,2,542.44,0
2,13.00,0,0.00,240.00,5,1262.67,0,0.00,0,0.00,8,1559.74,0
3,12.00,0,0.00,80.00,8,957.64,0,0.00,0,0.00,4,1104.07,0
4,14.00,0,0.00,75.00,9,911.79,0,0.00,0,0.00,5,640.11,0
5,14.00,0,0.00,84.00,7,716.10,0,0.00,0,0.00,7,971.78,0
6,13.00,0,0.00,50.00,8,687.88,0,0.00,0,0.00,5,859.51,0
